2,unidad,berenjena
2,cucharada,aceite de oliva
1,diente,ajo
1/4,cucharadita,comino
1/4,cucharadita,oregano
x,unidad,sal
x,unidad,pimienta negra
200,g,queso mozzarella
x,hoja,rucula
