2 1/2,cucharadita,levadura
1,cucharadita,azucar
1,taza,agua
2,taza,harina de maiz
1,cucharadita,sal
3,cucharada,aceite de oliva
100,g,salsa de tomate
3,cucharada,oregano
300,g,jamon
300,g,queso mozzarella
