1,unidad,cebolla
2,cucharada,aceite
1,diente,ajo
2,taza,arroz
1,cucharada,curry
4,taza,caldo de ave
50,g,nueces
50,g,almendras
50,g,damasco turco
50,g,ciruela
1/2,atado,cilantro
x,unidad,pimienta negra
x,unidad,sal
