2,cucharada,aceite de oliva
250,g,tomate
2,cucharada,tomate deshidratado
2,cucharadita,alcaparra
1,cucharada,vinagre
2,cucharada,romero
x,unidad,sal
x,unidad,pimienta negra
4,unidad,pechuga de pollo
1,rama,romero
