500,g,filete vacuno
150,g,tocino
x,unidad,sal
x,unidad,pimienta negra
x,unidad,aceite vegetal
1,chorro,brandy
12,unidad,panqueque
1,taza,mantequilla
1,unidad,pimiento rojo
1,unidad,pimiento verde
2,unidad,zapallo italiano
x,unidad,esparragos
4,cucharada,aceite de oliva
x,unidad,salsa de soya
x,unidad,pimienta negra
