Taza,Picada;160
Rebanada,mediana;14
Mediano;110
Largo;150
anillos,10;60
cucharada,picada;10
Taza,rodajas;115
Rebanada,delgada;9
pequeño;70
Rebanada,grande;38
Taza;160
