200,g,masa hoja
200,g,mantequilla
3,cucharada,eneldo
80,g,salmon
100,g,queso crema
2,cucharada,yoghurt natural
1,cucharada,ciboulette
1/2,unidad,palta
1/2,unidad,jugo de limon
1/2,cucharada,aceite vegetal
x,unidad,sal
x,unidad,pimienta negra
x,unidad,berro
1/2,taza,cilantro
1,cucharada,ciboulette
1/4,taza,mayonesa
1/2,unidad,limon
x,unidad,sal
x,unidad,pimienta negra
