3/4,taza,azucar
1/4,taza,agua
2,unidad,manzana
1,cucharada,mantequilla
1/2,cucharada,canela
1,ml,leche
1,unidad,marraqueta
5,unidad,huevo
1,taza,azucar
1 1/2,cucharadita,esencia de vainilla
